row_index,selected_spot_index,cluster,x,y
1871,1871,0,37.0,79.0
1872,1872,3,12.0,104.0
1873,1873,6,42.0,46.0
1874,1874,3,7.0,105.0
1875,1875,3,55.0,85.0
1876,1876,5,4.0,90.0
1877,1877,6,45.0,33.0
1878,1878,2,47.0,87.0
1879,1879,0,28.0,36.0
1880,1880,7,76.0,14.0
1881,1881,5,39.0,105.0
1882,1882,2,63.0,39.0
1883,1883,3,26.0,116.0
1884,1884,4,25.0,73.0
1885,1885,3,46.0,102.0
1886,1886,2,33.0,91.0
1887,1887,5,12.0,112.0
1888,1888,2,73.0,17.0
1889,1889,5,66.0,46.0
1890,1890,0,23.0,63.0
1891,1891,5,10.0,68.0
1892,1892,0,40.0,82.0
1893,1893,3,26.0,36.0
1894,1894,4,31.0,103.0
1895,1895,0,50.0,44.0
1896,1896,7,36.0,64.0
1897,1897,4,37.0,83.0
1898,1898,1,21.0,57.0
1899,1899,1,46.0,72.0
1900,1900,3,11.0,107.0
1901,1901,1,44.0,68.0
1902,1902,2,27.0,55.0
1903,1903,6,36.0,28.0
1904,1904,4,26.0,102.0
1905,1905,2,33.0,81.0
1906,1906,2,51.0,31.0
1907,1907,0,50.0,70.0
1908,1908,1,39.0,69.0
1909,1909,1,65.0,37.0
1910,1910,4,31.0,89.0
1911,1911,4,17.0,79.0
1912,1912,4,49.0,81.0
1913,1913,1,65.0,39.0
1914,1914,2,73.0,23.0
1915,1915,1,20.0,58.0
1916,1916,5,4.0,92.0
1917,1917,4,58.0,22.0
1918,1918,5,71.0,19.0
1919,1919,2,46.0,66.0
1920,1920,6,52.0,22.0
1921,1921,1,38.0,92.0
1922,1922,3,7.0,109.0
1923,1923,1,48.0,38.0
1924,1924,2,56.0,18.0
1925,1925,6,39.0,77.0
1926,1926,3,22.0,120.0
1927,1927,3,3.0,97.0
1928,1928,2,67.0,1.0
1929,1929,5,30.0,32.0
1930,1930,5,9.0,71.0
1931,1931,5,77.0,23.0
1932,1932,1,29.0,61.0
1933,1933,7,26.0,62.0
1934,1934,1,37.0,67.0
1935,1935,6,42.0,106.0
1936,1936,0,33.0,73.0
1937,1937,3,58.0,82.0
1938,1938,3,54.0,88.0
1939,1939,0,28.0,52.0
1940,1940,6,53.0,91.0
1941,1941,0,54.0,6.0
1942,1942,5,66.0,6.0
1943,1943,1,10.0,82.0
1944,1944,3,8.0,104.0
1945,1945,1,69.0,17.0
1946,1946,1,57.0,43.0
1947,1947,6,39.0,75.0
1948,1948,3,13.0,115.0
1949,1949,5,32.0,36.0
1950,1950,4,17.0,77.0
1951,1951,3,59.0,65.0
1952,1952,7,46.0,62.0
1953,1953,1,19.0,95.0
1954,1954,6,28.0,110.0
1955,1955,6,46.0,76.0
1956,1956,3,37.0,13.0
1957,1957,2,40.0,42.0
1958,1958,2,50.0,90.0
1959,1959,3,60.0,66.0
1960,1960,0,59.0,13.0
1961,1961,5,25.0,111.0
1962,1962,4,20.0,80.0
1963,1963,4,46.0,44.0
1964,1964,7,12.0,78.0
1965,1965,0,24.0,88.0
1966,1966,2,30.0,104.0
1967,1967,1,21.0,103.0
1968,1968,7,21.0,107.0
1969,1969,5,49.0,7.0
1970,1970,1,39.0,91.0
1971,1971,3,32.0,114.0
1972,1972,4,46.0,50.0
1973,1973,6,33.0,25.0
1974,1974,0,41.0,77.0
1975,1975,4,13.0,87.0
1976,1976,1,52.0,56.0
1977,1977,1,65.0,27.0
1978,1978,5,47.0,97.0
1979,1979,6,45.0,57.0
1980,1980,2,12.0,96.0
1981,1981,7,48.0,40.0
1982,1982,3,14.0,62.0
1983,1983,1,17.0,71.0
1984,1984,1,76.0,18.0
1985,1985,7,42.0,34.0
1986,1986,0,39.0,85.0
1987,1987,1,44.0,44.0
1988,1988,0,11.0,93.0
1989,1989,1,45.0,43.0
1990,1990,0,36.0,100.0
1991,1991,1,20.0,56.0
1992,1992,0,41.0,83.0
1993,1993,4,34.0,52.0
1994,1994,4,15.0,81.0
1995,1995,7,45.0,29.0
1996,1996,7,56.0,64.0
1997,1997,1,58.0,16.0
1998,1998,7,54.0,38.0
1999,1999,7,50.0,20.0
2000,2000,1,68.0,10.0
2001,2001,6,40.0,20.0
2002,2002,6,45.0,15.0
2003,2003,6,29.0,39.0
2004,2004,5,50.0,2.0
2005,2005,1,57.0,41.0
2006,2006,1,8.0,92.0
2007,2007,0,45.0,79.0
2008,2008,1,31.0,105.0
2009,2009,7,42.0,32.0
2010,2010,4,26.0,78.0
2011,2011,5,4.0,98.0
2012,2012,6,54.0,76.0
2013,2013,7,33.0,83.0
2014,2014,0,41.0,75.0
2015,2015,4,49.0,83.0
2016,2016,6,55.0,73.0
2017,2017,3,36.0,116.0
2018,2018,1,37.0,33.0
2019,2019,2,47.0,67.0
2020,2020,7,43.0,51.0
2021,2021,5,7.0,75.0
2022,2022,6,30.0,110.0
2023,2023,1,54.0,14.0
2024,2024,3,23.0,115.0
2025,2025,1,48.0,56.0
2026,2026,5,4.0,84.0
2027,2027,5,32.0,34.0
2028,2028,1,33.0,105.0
2029,2029,0,17.0,53.0
2030,2030,4,69.0,27.0
2031,2031,6,37.0,53.0
2032,2032,1,32.0,108.0
2033,2033,7,51.0,89.0
2034,2034,3,21.0,119.0
2035,2035,0,42.0,40.0
2036,2036,3,52.0,78.0
2037,2037,6,24.0,48.0
2038,2038,2,73.0,15.0
2039,2039,3,20.0,116.0
2040,2040,2,16.0,96.0
2041,2041,6,32.0,88.0
2042,2042,7,36.0,50.0
2043,2043,7,55.0,63.0
2044,2044,5,12.0,118.0
2045,2045,1,48.0,64.0
2046,2046,6,39.0,27.0
2047,2047,7,25.0,49.0
2048,2048,6,40.0,72.0
2049,2049,1,73.0,3.0
2050,2050,1,30.0,58.0
2051,2051,2,42.0,80.0
2052,2052,2,51.0,65.0
2053,2053,6,53.0,59.0
2054,2054,1,66.0,38.0
2055,2055,3,53.0,3.0
2056,2056,1,54.0,36.0
2057,2057,3,63.0,49.0
2058,2058,4,28.0,88.0
2059,2059,7,17.0,97.0
2060,2060,3,24.0,120.0
2061,2061,0,11.0,103.0
2062,2062,7,63.0,37.0
2063,2063,4,38.0,70.0
2064,2064,2,55.0,25.0
2065,2065,1,33.0,101.0
2066,2066,2,29.0,107.0
2067,2067,7,43.0,49.0
2068,2068,4,71.0,7.0
2069,2069,7,63.0,19.0
2070,2070,3,35.0,19.0
2071,2071,3,14.0,114.0
2072,2072,1,65.0,25.0
2073,2073,2,25.0,71.0
2074,2074,2,57.0,49.0
2075,2075,0,45.0,97.0
2076,2076,6,34.0,18.0
2077,2077,6,5.0,97.0
2078,2078,7,46.0,40.0
2079,2079,6,54.0,32.0
2080,2080,7,72.0,24.0
2081,2081,2,17.0,91.0
2082,2082,7,20.0,64.0
2083,2083,1,50.0,38.0
2084,2084,1,61.0,21.0
2085,2085,7,27.0,83.0
2086,2086,6,25.0,93.0
2087,2087,5,74.0,24.0
2088,2088,3,42.0,108.0
2089,2089,1,71.0,5.0
2090,2090,6,17.0,105.0
2091,2091,0,41.0,49.0
2092,2092,5,31.0,27.0
2093,2093,3,25.0,117.0
2094,2094,0,40.0,60.0
2095,2095,3,44.0,14.0
2096,2096,4,39.0,55.0
2097,2097,5,59.0,61.0
2098,2098,0,55.0,83.0
2099,2099,7,49.0,51.0
2100,2100,5,11.0,65.0
2101,2101,1,68.0,36.0
2102,2102,5,33.0,97.0
2103,2103,1,47.0,65.0
2104,2104,6,44.0,34.0
2105,2105,5,59.0,57.0
2106,2106,7,51.0,69.0
2107,2107,6,58.0,62.0
2108,2108,3,77.0,125.0
2109,2109,6,16.0,56.0
2110,2110,7,60.0,50.0
2111,2111,2,65.0,29.0
2112,2112,5,49.0,29.0
2113,2113,7,31.0,53.0
2114,2114,2,46.0,54.0
2115,2115,4,44.0,66.0
2116,2116,0,35.0,39.0
2117,2117,0,35.0,35.0
2118,2118,1,41.0,51.0
2119,2119,7,40.0,58.0
2120,2120,1,56.0,34.0
2121,2121,7,55.0,59.0
2122,2122,1,34.0,104.0
2123,2123,2,73.0,13.0
2124,2124,4,68.0,24.0
2125,2125,4,21.0,83.0
2126,2126,1,62.0,42.0
2127,2127,7,40.0,32.0
2128,2128,2,57.0,47.0
2129,2129,7,64.0,36.0
2130,2130,3,36.0,16.0
2131,2131,2,21.0,81.0
2132,2132,2,58.0,46.0
2133,2133,7,56.0,44.0
2134,2134,6,60.0,6.0
2135,2135,4,22.0,102.0
2136,2136,6,35.0,25.0
2137,2137,1,37.0,87.0
2138,2138,5,30.0,96.0
2139,2139,2,47.0,19.0
2140,2140,4,31.0,81.0
2141,2141,5,10.0,76.0
2142,2142,4,32.0,90.0
2143,2143,7,38.0,104.0
2144,2144,7,70.0,14.0
2145,2145,2,44.0,26.0
2146,2146,6,29.0,55.0
2147,2147,1,49.0,53.0
2148,2148,5,10.0,72.0
2149,2149,3,69.0,39.0
2150,2150,4,73.0,7.0
2151,2151,1,43.0,89.0
2152,2152,2,33.0,85.0
2153,2153,3,53.0,77.0
2154,2154,4,38.0,68.0
2155,2155,7,29.0,57.0
2156,2156,1,51.0,51.0
2157,2157,7,60.0,48.0
2158,2158,1,50.0,58.0
2159,2159,5,42.0,10.0
2160,2160,3,5.0,87.0
2161,2161,6,23.0,85.0
2162,2162,4,55.0,11.0
2163,2163,6,65.0,13.0
2164,2164,3,36.0,96.0
2165,2165,2,22.0,54.0
2166,2166,1,32.0,100.0
2167,2167,3,29.0,33.0
2168,2168,2,40.0,86.0
2169,2169,0,60.0,60.0
2170,2170,7,35.0,67.0
2171,2171,5,63.0,13.0
2172,2172,4,61.0,43.0
2173,2173,4,39.0,53.0
2174,2174,4,69.0,25.0
2175,2175,5,48.0,96.0
2176,2176,7,40.0,34.0
2177,2177,4,23.0,103.0
2178,2178,4,32.0,52.0
2179,2179,1,12.0,82.0
2180,2180,2,68.0,0.0
2181,2181,3,20.0,44.0
2182,2182,7,50.0,60.0
2183,2183,3,60.0,68.0
2184,2184,3,64.0,46.0
2185,2185,1,40.0,102.0
2186,2186,0,47.0,7.0
2187,2187,5,76.0,2.0
2188,2188,6,36.0,20.0
2189,2189,7,72.0,12.0
2190,2190,1,63.0,33.0
2191,2191,7,60.0,28.0
2192,2192,3,36.0,98.0
2193,2193,6,17.0,107.0
2194,2194,0,9.0,95.0
2195,2195,1,24.0,100.0
2196,2196,0,17.0,99.0
2197,2197,1,54.0,8.0
2198,2198,5,55.0,79.0
2199,2199,6,18.0,52.0
2200,2200,2,61.0,17.0
2201,2201,7,59.0,53.0
2202,2202,7,22.0,88.0
2203,2203,5,23.0,49.0
2204,2204,2,42.0,60.0
2205,2205,3,64.0,8.0
2206,2206,4,56.0,16.0
2207,2207,5,48.0,0.0
2208,2208,3,6.0,82.0
2209,2209,5,26.0,112.0
2210,2210,2,25.0,61.0
2211,2211,4,26.0,54.0
2212,2212,5,30.0,30.0
2213,2213,0,36.0,56.0
2214,2214,0,32.0,58.0
2215,2215,0,36.0,58.0
2216,2216,6,41.0,105.0
2217,2217,3,66.0,44.0
2218,2218,1,61.0,7.0
2219,2219,7,20.0,92.0
2220,2220,2,30.0,82.0
2221,2221,7,54.0,10.0
2222,2222,7,57.0,45.0
2223,2223,6,38.0,96.0
2224,2224,4,57.0,17.0
2225,2225,0,34.0,74.0
2226,2226,1,49.0,57.0
2227,2227,6,54.0,86.0
2228,2228,6,48.0,32.0
2229,2229,0,34.0,64.0
2230,2230,3,35.0,117.0
2231,2231,7,18.0,58.0
2232,2232,4,16.0,78.0
2233,2233,6,24.0,46.0
2234,2234,0,24.0,60.0
2235,2235,2,31.0,65.0
2236,2236,5,49.0,5.0
2237,2237,1,70.0,24.0
2238,2238,6,53.0,29.0
2239,2239,7,58.0,44.0
2240,2240,6,44.0,16.0
2241,2241,7,25.0,51.0
2242,2242,1,42.0,56.0
2243,2243,6,49.0,31.0
2244,2244,0,39.0,23.0
2245,2245,7,34.0,108.0
2246,2246,3,47.0,103.0
2247,2247,4,51.0,49.0
2248,2248,4,55.0,49.0
2249,2249,0,47.0,79.0
2250,2250,4,32.0,48.0
2251,2251,2,45.0,59.0
2252,2252,4,30.0,92.0
2253,2253,6,52.0,28.0
2254,2254,5,75.0,1.0
2255,2255,4,33.0,49.0
2256,2256,2,68.0,18.0
2257,2257,5,23.0,45.0
2258,2258,2,38.0,62.0
2259,2259,1,13.0,95.0
2260,2260,1,15.0,93.0
2261,2261,2,30.0,106.0
2262,2262,4,48.0,72.0
2263,2263,7,77.0,7.0
2264,2264,0,31.0,73.0
2265,2265,1,61.0,41.0
2266,2266,0,62.0,2.0
2267,2267,1,7.0,89.0
2268,2268,6,28.0,72.0
2269,2269,6,30.0,42.0
2270,2270,5,26.0,34.0
2271,2271,4,46.0,48.0
2272,2272,4,58.0,36.0
2273,2273,2,74.0,12.0
2274,2274,5,12.0,70.0
2275,2275,2,57.0,29.0
2276,2276,7,77.0,15.0
2277,2277,4,18.0,84.0
2278,2278,3,77.0,119.0
2279,2279,5,6.0,110.0
2280,2280,5,35.0,99.0
2281,2281,4,40.0,40.0
2282,2282,3,63.0,53.0
2283,2283,1,65.0,1.0
2284,2284,3,30.0,36.0
2285,2285,1,61.0,53.0
2286,2286,4,31.0,79.0
2287,2287,6,40.0,70.0
2288,2288,3,24.0,114.0
2289,2289,6,31.0,57.0
2290,2290,3,61.0,63.0
2291,2291,6,64.0,14.0
2292,2292,3,8.0,76.0
2293,2293,7,22.0,110.0
2294,2294,7,26.0,60.0
2295,2295,7,31.0,107.0
2296,2296,7,34.0,56.0
2297,2297,2,30.0,48.0
2298,2298,0,27.0,69.0
2299,2299,0,34.0,34.0
2300,2300,4,23.0,75.0
2301,2301,6,29.0,115.0
2302,2302,0,44.0,80.0
2303,2303,3,28.0,114.0
2304,2304,7,58.0,18.0
2305,2305,6,33.0,27.0
2306,2306,1,18.0,86.0
2307,2307,5,14.0,110.0
2308,2308,3,31.0,113.0
2309,2309,3,70.0,36.0
2310,2310,2,18.0,64.0
2311,2311,4,22.0,76.0
2312,2312,1,25.0,53.0
2313,2313,5,32.0,32.0
2314,2314,5,56.0,74.0
2315,2315,7,34.0,84.0
2316,2316,7,72.0,0.0
2317,2317,0,47.0,81.0
2318,2318,4,50.0,64.0
2319,2319,7,14.0,108.0
2320,2320,3,28.0,98.0
2321,2321,7,51.0,53.0
2322,2322,4,29.0,89.0
2323,2323,5,56.0,70.0
2324,2324,6,62.0,46.0
2325,2325,4,46.0,84.0
2326,2326,7,41.0,41.0
2327,2327,7,47.0,21.0
2328,2328,6,40.0,76.0
2329,2329,3,26.0,32.0
2330,2330,7,10.0,88.0
2331,2331,1,12.0,90.0
2332,2332,7,38.0,30.0
2333,2333,0,12.0,106.0
2334,2334,3,49.0,95.0
2335,2335,1,15.0,69.0
2336,2336,0,30.0,62.0
2337,2337,1,29.0,45.0
2338,2338,3,45.0,99.0
2339,2339,1,58.0,32.0
2340,2340,4,57.0,15.0
2341,2341,3,72.0,30.0
2342,2342,6,37.0,55.0
2343,2343,4,57.0,37.0
2344,2344,0,56.0,2.0
2345,2345,2,75.0,3.0
2346,2346,1,47.0,75.0
2347,2347,4,50.0,80.0
2348,2348,4,75.0,19.0
2349,2349,3,9.0,109.0
2350,2350,6,45.0,37.0
2351,2351,5,46.0,6.0
2352,2352,6,19.0,61.0
2353,2353,2,70.0,6.0
2354,2354,5,31.0,29.0
2355,2355,1,19.0,89.0
2356,2356,6,29.0,63.0
2357,2357,0,24.0,108.0
2358,2358,0,28.0,74.0
2359,2359,6,25.0,87.0
2360,2360,5,30.0,28.0
2361,2361,7,33.0,79.0
2362,2362,5,45.0,23.0
2363,2363,6,32.0,74.0
2364,2364,1,72.0,4.0
2365,2365,5,67.0,5.0
2366,2366,7,49.0,13.0
2367,2367,0,31.0,109.0
2368,2368,3,59.0,71.0
2369,2369,6,39.0,15.0
2370,2370,1,40.0,88.0
2371,2371,4,57.0,23.0
2372,2372,1,10.0,90.0
2373,2373,5,15.0,109.0
2374,2374,1,5.0,95.0
2375,2375,2,27.0,77.0
2376,2376,0,16.0,106.0
2377,2377,6,37.0,25.0
2378,2378,3,5.0,81.0
2379,2379,1,56.0,38.0
2380,2380,6,22.0,40.0
2381,2381,5,53.0,83.0
2382,2382,6,47.0,77.0
2383,2383,6,43.0,23.0
2384,2384,1,52.0,54.0
2385,2385,5,54.0,46.0
2386,2386,5,52.0,10.0
2387,2387,4,57.0,25.0
2388,2388,7,5.0,93.0
2389,2389,0,27.0,67.0
2390,2390,0,75.0,29.0
2391,2391,6,46.0,30.0
2392,2392,5,23.0,43.0
2393,2393,4,48.0,66.0
2394,2394,5,29.0,99.0
2395,2395,0,44.0,98.0
2396,2396,1,34.0,54.0
2397,2397,4,22.0,64.0
2398,2398,6,41.0,15.0
2399,2399,1,49.0,87.0
2400,2400,6,20.0,78.0
2401,2401,3,54.0,80.0
2402,2402,7,12.0,94.0
2403,2403,5,45.0,5.0
2404,2404,7,20.0,52.0
2405,2405,5,65.0,43.0
2406,2406,5,47.0,95.0
2407,2407,3,56.0,84.0
2408,2408,0,34.0,94.0
2409,2409,3,28.0,120.0
2410,2410,7,51.0,83.0
2411,2411,5,41.0,79.0
2412,2412,7,40.0,98.0
2413,2413,0,40.0,36.0
2414,2414,4,32.0,80.0
2415,2415,6,51.0,35.0
2416,2416,7,75.0,5.0
2417,2417,7,21.0,91.0
2418,2418,6,45.0,93.0
2419,2419,3,40.0,108.0
2420,2420,0,43.0,99.0
2421,2421,0,32.0,96.0
2422,2422,7,39.0,71.0
2423,2423,7,32.0,66.0
2424,2424,3,45.0,107.0
2425,2425,4,32.0,68.0
2426,2426,1,21.0,65.0
2427,2427,4,74.0,20.0
2428,2428,6,34.0,98.0
2429,2429,3,34.0,116.0
2430,2430,5,66.0,4.0
2431,2431,3,7.0,79.0
2432,2432,3,11.0,73.0
2433,2433,7,35.0,83.0
2434,2434,1,66.0,36.0
2435,2435,2,76.0,6.0
2436,2436,3,16.0,114.0
2437,2437,6,42.0,4.0
2438,2438,7,16.0,102.0
2439,2439,4,72.0,6.0
2440,2440,4,55.0,9.0
2441,2441,7,35.0,101.0
2442,2442,7,7.0,97.0
2443,2443,4,33.0,47.0
2444,2444,3,44.0,22.0
2445,2445,3,37.0,95.0
2446,2446,7,46.0,68.0
2447,2447,2,62.0,16.0
2448,2448,7,18.0,54.0
2449,2449,1,41.0,91.0
2450,2450,1,16.0,94.0
2451,2451,6,42.0,38.0
2452,2452,1,55.0,65.0
2453,2453,4,19.0,85.0
2454,2454,6,58.0,58.0
2455,2455,2,56.0,8.0
2456,2456,7,47.0,57.0
2457,2457,1,45.0,41.0
2458,2458,5,30.0,84.0
2459,2459,6,55.0,43.0
2460,2460,6,42.0,24.0
2461,2461,7,27.0,107.0
2462,2462,6,28.0,54.0
2463,2463,1,16.0,100.0
2464,2464,0,28.0,50.0
2465,2465,3,30.0,114.0
2466,2466,5,13.0,111.0
2467,2467,5,48.0,8.0
2468,2468,5,64.0,50.0
2469,2469,6,31.0,41.0
2470,2470,2,48.0,44.0
2471,2471,0,38.0,34.0
2472,2472,7,30.0,60.0
2473,2473,2,14.0,104.0
2474,2474,5,12.0,100.0
2475,2475,5,42.0,22.0
2476,2476,2,38.0,46.0
2477,2477,2,42.0,18.0
2478,2478,5,42.0,16.0
2479,2479,4,24.0,74.0
2480,2480,7,68.0,20.0
2481,2481,1,40.0,90.0
2482,2482,1,35.0,85.0
2483,2483,1,19.0,67.0
2484,2484,1,68.0,38.0
2485,2485,2,29.0,81.0
2486,2486,2,43.0,19.0
2487,2487,4,54.0,52.0
2488,2488,5,43.0,3.0
2489,2489,2,20.0,76.0
2490,2490,7,51.0,71.0
2491,2491,5,4.0,96.0
2492,2492,4,21.0,87.0
2493,2493,6,45.0,75.0
2494,2494,7,62.0,34.0
2495,2495,0,57.0,63.0
2496,2496,7,57.0,1.0
2497,2497,1,20.0,70.0
2498,2498,5,52.0,82.0
2499,2499,5,45.0,13.0
2500,2500,4,46.0,46.0
2501,2501,7,60.0,32.0
2502,2502,4,50.0,40.0
2503,2503,3,11.0,115.0
2504,2504,0,12.0,102.0
2505,2505,2,31.0,67.0
2506,2506,7,27.0,41.0
2507,2507,4,22.0,70.0
2508,2508,3,12.0,66.0
2509,2509,7,43.0,43.0
2510,2510,0,53.0,21.0
2511,2511,0,42.0,76.0
2512,2512,6,52.0,90.0
2513,2513,1,70.0,26.0
2514,2514,1,77.0,19.0
2515,2515,6,45.0,95.0
2516,2516,0,57.0,61.0
2517,2517,3,21.0,41.0
2518,2518,4,38.0,66.0
2519,2519,7,62.0,26.0
2520,2520,4,24.0,102.0
2521,2521,0,39.0,35.0
2522,2522,7,20.0,68.0
2523,2523,1,23.0,107.0
2524,2524,7,58.0,20.0
2525,2525,0,37.0,73.0
2526,2526,7,29.0,41.0
2527,2527,7,50.0,78.0
2528,2528,2,22.0,86.0
2529,2529,3,5.0,99.0
2530,2530,6,44.0,58.0
2531,2531,2,39.0,61.0
2532,2532,4,56.0,12.0
2533,2533,2,28.0,76.0
2534,2534,5,49.0,11.0
2535,2535,5,26.0,38.0
2536,2536,2,55.0,47.0
2537,2537,1,51.0,55.0
2538,2538,6,42.0,12.0
2539,2539,6,55.0,1.0
2540,2540,3,16.0,116.0
2541,2541,6,19.0,51.0
2542,2542,5,12.0,98.0
2543,2543,1,15.0,73.0
2544,2544,1,18.0,72.0
2545,2545,2,47.0,89.0
2546,2546,4,13.0,79.0
2547,2547,3,10.0,112.0
2548,2548,1,71.0,25.0
2549,2549,5,41.0,11.0
2550,2550,5,48.0,100.0
2551,2551,1,52.0,74.0
2552,2552,1,75.0,15.0
2553,2553,6,41.0,7.0
2554,2554,7,37.0,29.0
2555,2555,7,60.0,8.0
2556,2556,3,26.0,114.0
2557,2557,1,50.0,74.0
2558,2558,0,23.0,55.0
2559,2559,2,11.0,91.0
2560,2560,5,24.0,112.0
2561,2561,2,66.0,0.0
2562,2562,3,36.0,14.0
2563,2563,2,67.0,7.0
2564,2564,2,38.0,58.0
2565,2565,3,20.0,120.0
2566,2566,4,34.0,86.0
2567,2567,2,35.0,33.0
2568,2568,7,29.0,79.0
2569,2569,3,10.0,110.0
2570,2570,2,43.0,93.0
2571,2571,5,10.0,102.0
2572,2572,1,21.0,109.0
2573,2573,7,34.0,30.0
2574,2574,5,61.0,15.0
2575,2575,4,21.0,73.0
2576,2576,5,59.0,63.0
2577,2577,2,54.0,0.0
2578,2578,6,36.0,18.0
2579,2579,4,29.0,87.0
2580,2580,3,65.0,49.0
2581,2581,3,24.0,36.0
2582,2582,0,48.0,2.0
2583,2583,7,44.0,86.0
2584,2584,0,36.0,44.0
2585,2585,7,49.0,61.0
2586,2586,1,33.0,43.0
2587,2587,6,24.0,82.0
2588,2588,3,9.0,77.0
2589,2589,1,18.0,56.0
2590,2590,7,63.0,7.0
2591,2591,0,31.0,95.0
2592,2592,1,19.0,55.0
2593,2593,3,22.0,114.0
2594,2594,7,46.0,26.0
2595,2595,1,6.0,96.0
2596,2596,3,74.0,26.0
2597,2597,1,43.0,101.0
2598,2598,2,13.0,77.0
2599,2599,7,30.0,44.0
2600,2600,4,59.0,25.0
2601,2601,2,18.0,76.0
2602,2602,2,30.0,68.0
2603,2603,4,17.0,69.0
2604,2604,2,24.0,52.0
2605,2605,2,26.0,96.0
2606,2606,1,41.0,103.0
2607,2607,7,34.0,28.0
2608,2608,1,17.0,85.0
2609,2609,3,60.0,58.0
2610,2610,2,33.0,93.0
2611,2611,3,2.0,100.0
2612,2612,7,48.0,78.0
2613,2613,0,34.0,78.0
2614,2614,7,43.0,31.0
2615,2615,7,44.0,54.0
2616,2616,5,19.0,115.0
2617,2617,1,52.0,64.0
2618,2618,4,61.0,45.0
2619,2619,7,16.0,86.0
2620,2620,4,48.0,80.0
2621,2621,5,50.0,0.0
2622,2622,5,76.0,22.0
2623,2623,2,46.0,86.0
2624,2624,7,73.0,1.0
2625,2625,0,22.0,98.0
2626,2626,2,38.0,94.0
2627,2627,4,58.0,38.0
2628,2628,6,34.0,26.0
2629,2629,7,47.0,91.0
2630,2630,3,22.0,112.0
2631,2631,3,5.0,107.0
2632,2632,6,38.0,74.0
2633,2633,2,26.0,64.0
2634,2634,2,51.0,87.0
2635,2635,0,52.0,18.0
2636,2636,5,46.0,8.0
2637,2637,7,22.0,60.0
2638,2638,2,41.0,63.0
2639,2639,5,27.0,35.0
2640,2640,2,38.0,82.0
2641,2641,6,46.0,70.0
2642,2642,7,15.0,59.0
2643,2643,0,35.0,75.0
2644,2644,5,20.0,48.0
2645,2645,2,13.0,75.0
2646,2646,6,38.0,86.0
2647,2647,3,7.0,77.0
2648,2648,0,38.0,54.0
2649,2649,5,71.0,27.0
2650,2650,7,55.0,69.0
2651,2651,4,47.0,85.0
2652,2652,5,40.0,16.0
2653,2653,0,19.0,75.0
2654,2654,0,23.0,95.0
2655,2655,7,48.0,46.0
2656,2656,2,50.0,46.0
2657,2657,3,39.0,111.0
2658,2658,0,13.0,99.0
2659,2659,5,46.0,12.0
2660,2660,1,21.0,101.0
2661,2661,7,46.0,64.0
2662,2662,0,54.0,44.0
2663,2663,6,12.0,110.0
2664,2664,1,45.0,87.0
2665,2665,0,21.0,49.0
2666,2666,1,50.0,86.0
2667,2667,2,52.0,68.0
2668,2668,0,24.0,44.0
2669,2669,0,25.0,45.0
2670,2670,5,61.0,59.0
2671,2671,7,57.0,9.0
2672,2672,0,59.0,47.0
2673,2673,7,20.0,100.0
2674,2674,5,7.0,99.0
2675,2675,0,68.0,6.0
2676,2676,2,16.0,88.0
2677,2677,5,36.0,72.0
2678,2678,1,55.0,37.0
2679,2679,2,12.0,86.0
2680,2680,5,29.0,29.0
2681,2681,4,23.0,105.0
2682,2682,0,34.0,90.0
2683,2683,4,69.0,23.0
2684,2684,5,6.0,84.0
2685,2685,2,60.0,46.0
2686,2686,3,22.0,44.0
2687,2687,5,72.0,14.0
2688,2688,1,62.0,8.0
2689,2689,6,52.0,84.0
2690,2690,2,49.0,69.0
2691,2691,0,40.0,80.0
2692,2692,7,28.0,106.0
2693,2693,0,17.0,61.0
2694,2694,3,49.0,101.0
2695,2695,7,47.0,41.0
2696,2696,3,40.0,110.0
2697,2697,6,52.0,32.0
2698,2698,2,21.0,79.0
2699,2699,2,24.0,104.0
2700,2700,6,13.0,103.0
2701,2701,4,32.0,50.0
2702,2702,3,62.0,12.0
2703,2703,5,77.0,127.0
2704,2704,0,34.0,76.0
2705,2705,5,48.0,10.0
2706,2706,7,39.0,97.0
2707,2707,0,47.0,99.0
2708,2708,7,44.0,32.0
2709,2709,2,24.0,78.0
2710,2710,6,50.0,34.0
2711,2711,1,41.0,101.0
2712,2712,0,43.0,41.0
2713,2713,3,46.0,104.0
2714,2714,6,44.0,38.0
2715,2715,7,7.0,91.0
2716,2716,5,27.0,115.0
2717,2717,2,29.0,47.0
2718,2718,0,70.0,34.0
2719,2719,0,24.0,90.0
2720,2720,2,48.0,34.0
2721,2721,5,27.0,33.0
2722,2722,7,43.0,57.0
2723,2723,1,21.0,59.0
2724,2724,7,41.0,35.0
2725,2725,7,54.0,24.0
2726,2726,0,36.0,34.0
2727,2727,7,62.0,18.0
2728,2728,0,11.0,97.0
2729,2729,7,69.0,21.0
2730,2730,2,53.0,45.0
2731,2731,7,51.0,41.0
2732,2732,2,14.0,96.0
2733,2733,4,22.0,72.0
2734,2734,1,19.0,57.0
2735,2735,0,33.0,57.0
2736,2736,3,8.0,78.0
2737,2737,7,50.0,24.0
2738,2738,2,41.0,29.0
2739,2739,7,48.0,52.0
2740,2740,7,17.0,55.0
2741,2741,4,16.0,82.0
2742,2742,0,23.0,37.0
2743,2743,2,28.0,70.0
